"year","trial_name","trial_type","plot_width","plot_length","plant_date","harvest_date","location","accession_name_syn","plot_name","rep_number","plot_number","row_number","col_number","check_test","notes","accession_name","check_released","CAD_5mon","CAD_7mon","CBB_5mon","CBB_7mon","redspider_5mon1_3 ","branch_number","CAD_3mon","CBB_3mon","DM_gravity","height_1st_branch","yield_ha","shoot_weight_plot","root_weight_plot","frogskin1_5","vigor1_5","lodging1_3","lodging1_3_6mon","root_number_commercial","root_weight_commercial","root_number_non_commercial","stake_plant","planted_number_plot","plant_type","height","height_wt_leaf","harvest_number","mites_3mon","mites_7mon","root_skin_color1_3","root_constriction1_3","root_type1_5","root_length1_3","root_number","root_weight_air","root_weight_water","root_rot_number","germinated_number_plot","root_peduncle1_3","root_shape1_6","thrips1_5","carotenoid1_8","harvest_number_plan","germination_perc","yield_ha_v2","DM_yield_ha"
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep2_Eco-Blanca_22",2,22,2,5,"check"," (Operator: lizbethpino, Time: )","Eco-Blanca","test",1,1,1,1,1,NA,1,1,23.0250239234449,90,17.6111111111111,NA,9.51,NA,4,1,NA,4,3.23,NA,30,20,4,182,NA,4,1,1,3,NA,NA,NA,15,2.18,0.09,NA,16,NA,NA,1,1,6,80,17.6111111111111,4.05496254651779
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep2_GM1692-56_25",2,25,2,2,"test"," (Operator: lizbethpino, Time: )","GM1692-56","test",1,1,1,1,1,NA,1,1,33.2272043010752,81,22.962962962963,NA,12.4,NA,5,1,NA,0,0,NA,61,20,5,236,NA,6,1,1,3,NA,NA,NA,25,2.06,0.2,NA,17,NA,NA,1,1,6,85,22.962962962963,7.62995061728395
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep2_GM214-62_17",2,17,2,10,"test"," (Operator: lizbethpino, Time: )","GM214-62","test",1,1,1,1,1,NA,1,1,22.5743431635389,94,21.9259259259259,NA,11.84,NA,4,1,NA,4,2.43,NA,50,20,4,203,NA,6,1,1,3,NA,NA,NA,32,1.94,0.075,NA,19,NA,NA,1,1,6,95,21.9259259259259,4.94963376030186
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep2_GM3790-2_14",2,14,2,13,"test"," (Operator: lizbethpino, Time: )","GM3790-2","test",1,1,1,1,1,NA,1,1,31.40296,84,15.3148148148148,NA,8.27,NA,3,1,NA,2,1.42,NA,19,20,3,153,NA,6,1,1,3,NA,NA,NA,24,1.37,0.12,NA,20,NA,NA,1,2,6,100,15.3148148148148,4.80930517037037
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep2_SM1127-8_19",2,19,2,8,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",1,1,1,1,1,NA,1,1,35.1406220095694,100,32.0925925925926,NA,17.33,NA,4,1,NA,0,0,NA,71,20,4,215,NA,6,1,1,3,NA,NA,NA,29,2.34,0.25,NA,11,NA,NA,1,1,6,55,32.0925925925926,11.277536656034
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep2_SM3106-14_15",2,15,2,12,"test"," (Operator: lizbethpino, Time: )","SM3106-14","test",1,1,1,1,1,NA,1,1,32.9841013824885,92,32.9074074074074,NA,17.77,NA,4,1,NA,0,0,NA,81,20,4,207,NA,6,1,1,2,NA,NA,NA,48,2.4,0.23,NA,16,NA,NA,1,1,6,80,32.9074074074074,10.8542126216078
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep2_SM3553-27_21",2,21,2,6,"test"," (Operator: lizbethpino, Time: )","SM3553-27","test",1,1,1,1,1,NA,1,1,33.7944444444444,46,19.5740740740741,NA,10.57,NA,3,1,NA,2,1.59,NA,36,20,3,158,NA,6,1,1,3,NA,NA,NA,18,1.8,0.18,NA,16,NA,NA,1,1,6,80,19.5740740740741,6.61494958847737
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep2_SM3562-32_26",2,26,2,1,"test"," (Operator: lizbethpino, Time: )","SM3562-32","test",1,1,1,1,1,NA,1,1,33.9521524663677,78,32.6111111111111,NA,17.61,NA,4,1,NA,0,0,NA,25,20,4,180,NA,6,1,1,3,NA,NA,NA,34,2.48,0.25,NA,19,NA,NA,1,1,6,95,32.6111111111111,11.072174165421
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco","Caiseli,Caiselli,CAISELLI","201781CQPRC_tuma_rep2_SMB2446-2_16",2,16,2,11,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",1,1,1,1,1,NA,1,1,38.9434806629834,82,28.6851851851852,NA,15.49,NA,4,1,NA,0,0,NA,68,20,4,194,NA,6,1,1,3,NA,NA,NA,45,2.07,0.26,NA,20,NA,NA,1,1,6,100,28.6851851851852,11.1710095457336
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_CG1141-1_34",3,34,3,8,"check"," (Operator: lizbethpino, Time: )","CG1141-1_is_Costena","check_released",1,1,1,1,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,NA,6,60,NA,NA
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_CM9456-12_35",3,35,3,9,"test"," (Operator: lizbethpino, Time: )","CM9456-12","test",1,1,1,1,1,NA,1,1,27.4142477876106,37,6.74074074074074,NA,3.64,NA,3,1,NA,0,0,NA,30,20,3,147,NA,4,1,1,3,NA,NA,NA,18,1.21,0.08,NA,18,NA,NA,1,1,6,90,6.74074074074074,1.84792336938708
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_CMB8527_39",3,39,3,13,"test"," (Operator: lizbethpino, Time: )","CMB8527","test",1,1,1,1,1,NA,1,1,27.79,34,4.90740740740741,NA,2.65,NA,3,1,NA,1,0.41,NA,33,20,3,130,NA,6,1,1,3,NA,NA,NA,13,0.44,0.03,NA,15,NA,NA,1,1,6,75,4.90740740740741,1.36376851851852
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_COL2215_38",3,38,3,12,"check"," (Operator: lizbethpino, Time: )","COL2215_is_Venezolana","check_released",1,1,1,1,1,NA,1,1,33.925671641791,91,52.9074074074074,NA,28.57,NA,4,1,NA,3,1.73,NA,43,20,4,220,NA,6,1,1,3,NA,NA,NA,35,2.98,0.3,NA,13,NA,NA,1,1,6,65,52.9074074074074,17.9491933112216
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_Eco-Blanca_29",3,29,3,3,"check"," (Operator: lizbethpino, Time: )","Eco-Blanca","test",1,1,1,1,1,NA,1,1,45.3631578947368,64,9.33333333333333,NA,5.04,NA,3,1,NA,1,0.61,NA,24,20,3,163,NA,4,1,1,3,NA,NA,NA,8,0.9,0.14,NA,6,NA,NA,1,1,6,30,9.33333333333333,4.2338947368421
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_GM1692-56_30",3,30,3,4,"test"," (Operator: lizbethpino, Time: )","GM1692-56","test",1,1,1,1,1,NA,1,1,34.8288235294117,97,39.6481481481481,NA,21.41,NA,4,1,NA,4,2.96,NA,48,20,4,243,NA,6,1,1,3,NA,NA,NA,42,2.66,0.28,NA,19,NA,NA,1,1,6,95,39.6481481481481,13.8089835511982
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_GM214-62_37",3,37,3,11,"test"," (Operator: lizbethpino, Time: )","GM214-62","test",1,1,1,1,1,NA,1,1,34.5271296296296,107,27.6666666666667,NA,14.94,NA,3,1,NA,0,0,NA,82,20,3,211,NA,6,1,1,3,NA,NA,NA,34,2.41,0.25,NA,20,NA,NA,1,1,6,100,27.6666666666667,9.55250586419753
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_GM3790-2_32",3,32,3,6,"test"," (Operator: lizbethpino, Time: )","GM3790-2","test",1,1,1,1,1,NA,1,1,34.1570103092783,67,10.0185185185185,NA,5.41,NA,3,1,NA,4,2.17,NA,59,20,3,162,NA,6,1,1,3,NA,NA,NA,13,1.08,0.11,NA,18,NA,NA,1,2,6,90,10.0185185185185,3.42202640320732
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_SM1127-8_33",3,33,3,7,"test"," (Operator: lizbethpino, Time: )","SM1127-8_is_Cubana","check_released",1,1,1,1,1,NA,1,1,33.587568627451,41,43.4444444444444,NA,23.46,NA,4,1,NA,9,6.6,NA,76,20,4,189,NA,6,1,1,3,NA,NA,NA,33,2.83,0.28,NA,9,NA,NA,1,1,6,45,43.4444444444444,14.5919325925926
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_SM3106-14_28",3,28,3,2,"test"," (Operator: lizbethpino, Time: )","SM3106-14","test",1,1,1,1,1,NA,1,1,33.7099038461538,71,31.3333333333333,NA,16.92,NA,4,1,NA,0,0,NA,89,20,4,193,NA,6,1,1,2,NA,NA,NA,45,2.31,0.23,NA,20,NA,NA,1,1,6,100,31.3333333333333,10.5624365384615
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_SM3553-27_27",3,27,3,1,"test"," (Operator: lizbethpino, Time: )","SM3553-27","test",1,1,1,1,1,NA,1,1,31.1134080717489,71,25.3333333333333,NA,13.68,NA,4,1,NA,5,4.33,NA,66,20,4,182,NA,6,1,1,3,NA,NA,NA,32,2.44,0.21,NA,20,NA,NA,1,1,6,100,25.3333333333333,7.88206337817638
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco",NA,"201781CQPRC_tuma_rep3_SM3562-32_36",3,36,3,10,"test"," (Operator: lizbethpino, Time: )","SM3562-32","test",1,1,1,1,1,NA,1,1,30.9809333333333,53,18.2777777777778,NA,9.87,NA,3,2,NA,1,0.72,NA,11,20,3,142,NA,6,1,1,3,NA,NA,NA,28,1.64,0.14,NA,19,NA,NA,1,1,6,95,18.2777777777778,5.66262614814815
2017,"201781CQPRC_tuma","201781CQPRC_tuma",4,4.5,"2017-July-21","2018-May-09","Tumaco","Caiseli,Caiselli,CAISELLI","201781CQPRC_tuma_rep3_SMB2446-2_31",3,31,3,5,"check"," (Operator: lizbethpino, Time: )","SMB2446-2_is_Caiseli","check_released",1,1,1,1,1,NA,1,1,27.1626749611197,68,32.6666666666667,NA,17.64,NA,4,1,NA,2,1.73,NA,64,20,4,164,NA,6,1,1,3,NA,NA,NA,32,2.75,0.178,NA,19,NA,NA,1,1,6,95,32.6666666666667,8.87314048729911
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep1_Eco-Blanca_11",1,11,1,11,"check"," (Operator: lizbethpino, Time: )","Eco-Blanca","test",1,1,1,1,1,NA,1,1,29.6110483870968,85,36.8888888888889,NA,19.92,NA,3,1,NA,16,12.6,NA,48,20,3,215,NA,6,1,1,3,NA,NA,NA,32,2.69,0.21,NA,17,NA,NA,1,1,6,85,36.8888888888889,10.9231867383513
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep1_GM1556-4_2",1,2,1,2,"test"," (Operator: lizbethpino, Time: )","GM1556-4","test",1,1,1,1,1,NA,1,1,31.6992765957447,159,29.3333333333333,NA,15.84,NA,4,1,NA,5,2.03,NA,41,20,4,323,NA,6,1,1,3,NA,NA,NA,52,2.58,0.23,NA,18,NA,NA,1,3,6,90,29.3333333333333,9.2984544680851
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep1_GM3518-42_9",1,9,1,9,"test"," (Operator: lizbethpino, Time: )","GM3518-42","test",1,1,1,1,1,NA,1,1,34.4978222222222,96,34.6111111111111,NA,18.69,NA,3,1,NA,16,7.94,NA,59,20,3,255,NA,6,1,1,3,NA,NA,NA,40,2.51,0.26,NA,19,NA,NA,1,2,6,95,34.6111111111111,11.9400795802469
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep1_GM3518-66_4",1,4,1,4,"test"," (Operator: lizbethpino, Time: )","GM3518-66","test",1,1,1,1,1,NA,1,1,33.1308805031446,105,19.6111111111111,NA,10.59,NA,4,1,NA,1,0.56,NA,53,20,4,258,NA,6,1,1,3,NA,NA,NA,26,1.76,0.17,NA,18,NA,NA,1,2,6,90,19.6111111111111,6.49733378756113
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep1_GM3518-68_5",1,5,1,5,"test"," (Operator: lizbethpino, Time: )","GM3518-68","test",1,1,1,1,1,NA,1,1,25.5586919831224,87,30.3703703703704,NA,16.4,NA,5,1,NA,0,0,NA,56,20,5,332,NA,6,1,1,3,NA,NA,NA,45,2.51,0.14,NA,17,NA,NA,1,2,6,85,30.3703703703704,7.76226941709644
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep1_GM3594-70_7",1,7,1,7,"test"," (Operator: lizbethpino, Time: )","GM3594-70","test",1,1,1,1,1,NA,1,1,25.9791358024691,125,28.0185185185185,NA,15.13,NA,4,1,NA,2,1.55,NA,68,20,4,279,NA,6,1,1,3,NA,NA,NA,38,1.72,0.1,NA,16,NA,NA,1,3,6,80,28.0185185185185,7.27896897576587
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep1_GM3650-51_8",1,8,1,8,"test"," (Operator: lizbethpino, Time: )","GM3650-51","test",1,1,1,1,1,NA,1,1,39.2169603524229,138,41.6296296296296,NA,22.48,NA,4,1,NA,22,15.62,NA,57,20,4,298,NA,6,1,1,3,NA,NA,NA,41,2.6,0.33,NA,20,NA,NA,1,3,6,100,41.6296296296296,16.3258753467123
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep1_ICA-P13_10",1,10,1,10,"check"," (Operator: lizbethpino, Time: )","ICA-P13","test",1,1,1,1,1,NA,1,1,35.9013364055299,62,31.037037037037,NA,16.76,NA,3,1,NA,13,10.1,NA,54,20,3,173,NA,6,1,1,3,NA,NA,NA,27,2.44,0.27,NA,15,NA,NA,1,1,6,75,31.037037037037,11.1427110769756
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep1_SM3536-44_3",1,3,1,3,"test"," (Operator: lizbethpino, Time: )","SM3536-44","test",1,1,1,1,1,NA,1,1,33.0910666666666,73,40.7962962962963,NA,22.03,NA,3,1,NA,6,4.22,NA,55,20,3,213,NA,6,1,1,3,NA,NA,NA,41,3.32,0.32,NA,19,NA,NA,1,3,6,95,40.7962962962963,13.4999296049382
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep1_SM3677-74_6",1,6,1,6,"test"," (Operator: lizbethpino, Time: )","SM3677-74","test",1,1,1,1,1,NA,1,1,33.0737704918032,142.5,33.7407407407407,NA,18.22,NA,4,1,NA,1,0.74,NA,57,20,4,279,NA,6,1,1,3,NA,NA,NA,53,2.7,0.26,NA,20,NA,NA,1,2,6,100,33.7407407407407,11.1593351548269
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep1_SM3762-15_1",1,1,1,1,"test"," (Operator: lizbethpino, Time: )","SM3762-15","test",1,1,1,1,1,NA,1,1,35.465969581749,125,33.8703703703704,NA,18.29,NA,3,1,NA,14,6.17,NA,55,20,3,253,NA,5,1,1,3,NA,NA,NA,44,2.95,0.32,NA,15,NA,NA,1,3,6,75,33.8703703703704,12.0124552527813
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep2_Eco-Blanca_19",2,19,2,4,"check"," (Operator: lizbethpino, Time: )","Eco-Blanca","test",1,1,1,1,1,NA,1,1,41.5665745856353,90,23.3703703703704,NA,12.62,NA,2,1,NA,4,3.44,NA,32,20,2,170,NA,6,1,1,3,NA,NA,NA,27,2.1,0.29,NA,17,NA,NA,1,1,6,85,23.3703703703704,9.71426243093923
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep2_GM1556-4_20",2,20,2,3,"test"," (Operator: lizbethpino, Time: )","GM1556-4","test",1,1,1,1,1,NA,1,1,38.4219298245614,97,14.462962962963,NA,7.81,NA,3,1,NA,2,0.62,NA,56,20,3,207,NA,6,1,1,3,NA,NA,NA,23,1.3,0.16,NA,17,NA,NA,1,3,6,85,14.462962962963,5.55694948018195
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep2_GM3518-42_15",2,15,2,8,"test"," (Operator: lizbethpino, Time: )","GM3518-42","test",1,1,1,1,1,NA,1,1,35.9013364055299,65,27.7592592592593,NA,14.99,NA,2,1,NA,5,3.19,NA,61,20,2,253,NA,6,1,1,3,NA,NA,NA,41,2.44,0.27,NA,20,NA,NA,1,2,6,100,27.7592592592593,9.96594505034989
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep2_GM3518-66_17",2,17,2,6,"test"," (Operator: lizbethpino, Time: )","GM3518-66","test",1,1,1,1,1,NA,1,1,22.8041666666666,100,13.9074074074074,NA,7.51,NA,4,1,NA,0,0,NA,47,20,4,244,NA,6,1,1,3,NA,NA,NA,24,1.25,0.05,NA,19,NA,NA,1,2,6,95,13.9074074074074,3.17146836419752
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep2_GM3518-68_12",2,12,2,11,"test"," (Operator: lizbethpino, Time: )","GM3518-68","test",1,1,1,1,1,NA,1,1,25.4774774774774,86,26.2037037037037,NA,14.15,NA,4,1,NA,0,0,NA,56,20,4,296,NA,6,1,1,3,NA,NA,NA,43,2.35,0.13,NA,19,NA,NA,1,2,6,95,26.2037037037037,6.67604270937602
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep2_GM3594-70_21",2,21,2,2,"test"," (Operator: lizbethpino, Time: )","GM3594-70","test",1,1,1,1,1,NA,1,1,33.7249407114624,74,35.8703703703704,NA,19.37,NA,4,1,NA,9,6.6,NA,51,20,4,265,NA,6,1,1,3,NA,NA,NA,35,2.81,0.28,NA,20,NA,NA,1,3,6,100,35.8703703703704,12.0972611403894
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep2_GM3650-51_18",2,18,2,5,"test"," (Operator: lizbethpino, Time: )","GM3650-51","test",1,1,1,1,1,NA,1,1,29.6529343629344,109,32.7407407407407,NA,17.68,NA,4,1,NA,0,0,NA,59,20,4,235,NA,6,1,1,3,NA,NA,NA,34,2.81,0.22,NA,20,NA,NA,1,3,6,100,32.7407407407407,9.70859036179036
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep2_ICA-P13_22",2,22,2,1,"check"," (Operator: lizbethpino, Time: )","ICA-P13","test",1,1,1,1,1,NA,1,1,23.3114102564103,72,12.1296296296296,NA,6.55,NA,3,2,NA,0,0,NA,13,20,3,142,NA,5,1,1,3,NA,NA,NA,16,1.63,0.07,NA,15,NA,NA,1,1,6,75,12.1296296296296,2.82758772554606
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep2_SM3536-44_16",2,16,2,7,"test"," (Operator: lizbethpino, Time: )","SM3536-44","test",1,1,1,1,1,NA,1,1,29.5741777777777,103,28.4814814814815,NA,15.38,NA,4,1,NA,0,0,NA,31,20,4,246,NA,6,1,1,3,NA,NA,NA,53,2.44,0.19,NA,18,NA,NA,1,3,6,90,28.4814814814815,8.42316396707817
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep2_SM3677-74_13",2,13,2,10,"test"," (Operator: lizbethpino, Time: )","SM3677-74","test",1,1,1,1,1,NA,1,1,31.1805405405405,134,27.7777777777778,NA,15,NA,4,1,NA,0,0,NA,45,20,4,283,NA,6,1,1,3,NA,NA,NA,51,2.43,0.21,NA,20,NA,NA,1,2,6,100,27.7777777777778,8.66126126126126
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep2_SM3762-15_14",2,14,2,9,"test"," (Operator: lizbethpino, Time: )","SM3762-15","test",1,1,1,1,1,NA,1,1,29.1585454545454,114,29.4074074074074,NA,15.88,NA,4,1,NA,2,1.21,NA,44,20,4,239,NA,6,1,1,3,NA,NA,NA,51,2.38,0.18,NA,13,NA,NA,1,3,6,65,29.4074074074074,8.57477225589224
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep3_Eco-Blanca_26",3,26,3,4,"check"," (Operator: lizbethpino, Time: )","Eco-Blanca","test",1,1,1,1,1,NA,1,1,24.2153696498054,107,30.5185185185185,NA,16.48,NA,4,1,NA,2,1.83,NA,45,20,4,187,NA,6,1,1,3,NA,NA,NA,38,2.7,0.13,NA,16,NA,NA,1,1,6,80,30.5185185185185,7.39017207090357
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep3_GM1556-4_23",3,23,3,1,"test"," (Operator: lizbethpino, Time: )","GM1556-4","test",1,1,1,1,1,NA,1,1,27.1244827586206,122,21.2592592592593,NA,11.48,NA,4,1,NA,1,0.43,NA,48,20,4,318,NA,6,1,1,3,NA,NA,NA,42,1.86,0.12,NA,19,NA,NA,1,3,6,95,21.2592592592593,5.76646411238824
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep3_GM3518-42_33",3,33,3,11,"test"," (Operator: lizbethpino, Time: )","GM3518-42","test",1,1,1,1,1,NA,1,1,26.5485929648241,104,31.2777777777778,NA,16.89,NA,4,1,NA,2,1.54,NA,57,20,4,262,NA,6,1,1,3,NA,NA,NA,38,2.12,0.13,NA,15,NA,NA,1,2,6,75,31.2777777777778,8.30380991066443
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep3_GM3518-66_29",3,29,3,7,"test"," (Operator: lizbethpino, Time: )","GM3518-66","test",1,1,1,1,1,NA,1,1,34.9866101694915,108,22.537037037037,NA,12.17,NA,4,1,NA,4,2.45,NA,63,20,4,275,NA,6,1,1,3,NA,NA,NA,26,1.98,0.21,NA,19,NA,NA,1,2,6,95,22.537037037037,7.88494529190205
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep3_GM3518-68_24",3,24,3,2,"test"," (Operator: lizbethpino, Time: )","GM3518-68","test",1,1,1,1,1,NA,1,1,26.7606666666667,113,17.8333333333333,NA,9.63,NA,4,1,NA,2,1.52,NA,64,20,4,296,NA,6,1,1,3,NA,NA,NA,23,1.6,0.1,NA,20,NA,NA,1,2,6,100,17.8333333333333,4.77231888888889
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep3_GM3594-70_30",3,30,3,8,"test"," (Operator: lizbethpino, Time: )","GM3594-70","test",1,1,1,1,1,NA,1,1,32.1586821705426,101,47.2592592592593,NA,25.52,NA,4,1,NA,5,3.8,NA,42,20,4,304,NA,6,1,1,3,NA,NA,NA,35,2.84,0.26,NA,17,NA,NA,1,3,6,85,47.2592592592593,15.1979549813379
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep3_GM3650-51_32",3,32,3,10,"test"," (Operator: lizbethpino, Time: )","GM3650-51","test",1,1,1,1,1,NA,1,1,28.9273214285714,128,40.2962962962963,NA,21.76,NA,4,2,NA,0,0,NA,58,20,4,263,NA,6,1,1,3,NA,NA,NA,46,2.42,0.18,NA,16,NA,NA,1,3,6,80,40.2962962962963,11.6566391534391
2017,"201782BCPRC_tuma","201782BCPRC_tuma",4,4.5,"2017-July-26","2018-May-10","Tumaco",NA,"201782BCPRC_tuma_rep3_ICA-P13_27",3,27,3,5,"check"," (Operator: lizbethpino, Time: )","ICA-P13","test",1,1,1,1,1,NA,1,1,31.9643891402715,59,34.9259259259259,NA,18.86,NA,3,1,NA,4,3.17,NA,55,20,3,157,NA,6,1,1,3,NA,NA,NA,26,2.43,0.22,NA,15,NA,NA,1,1,6,75,34.9259259259259,11.1638588738059
