"Date of Download: 2023-08-09_15:19:08"
"Search Parameters: Data Level:all  Trait List:  Trial List:11385,11386,11450,11451,11453,11454,11455,11458,11460,10549,10548,11461  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Cassava anthracnose disease severity|month 5|COMP:0000273","Cassava anthracnose disease severity|month 7|COMP:0000274","Cassava bacterial blight severity|month 5|COMP:0000271","Cassava bacterial blight severity|month 7|COMP:0000272","Red spider mite severity|month 5|COMP:0000319","branching level counting|CO_334:0000079","cassava anthractnose disease severity in 3-month|CO_334:0000218","cassava bacterial blight severity 3-month evaluation|CO_334:0000175","dry matter content by specific gravity method|CO_334:0000160","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh shoot weight measurement in kg per plot|CO_334:0000016","fresh storage root weight per plot|CO_334:0000012","frog skin disease : visual 1-5|CO_334:0000093","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","lodged plants estimation 1-3|month 6|COMP:0000208","marketable root number counting|CO_334:0000169","marketable root weight measurement in kg|CO_334:0000131","non marketable root number counting|CO_334:0000168","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","red spider mite severity : visual 1-5|CO_334:0000044","red spider mite severity : visual 1-5|month 7|COMP:0000283","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root length evaluation scaled 1-3|CO_334:0000226","root number per plot counting|CO_334:0000011","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","310088","SM3553-27","","plot","6385766","201781CQPRC_tuma_rep1_SM3553-27_1","1","1","1","1","1","test","","1","1","1","1","1","","1","1","37.065968992248","87","42.4259259259259","","22.91","","4","1","","4","2.95","","73","20","4","211","","6","1","1","3","","","","45","2.92","0.34","","20","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","310664","SM3562-32","","plot","6385768","201781CQPRC_tuma_rep1_SM3562-32_2","1","1","2","1","2","test","","1","1","1","1","1","","1","1","32.61","106","23.7407407407407","","12.82","","4","1","","0","0","","43","20","4","201","","6","1","1","3","","","","27","2.13","0.2","","18","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6385756","201781CQPRC_tuma_rep1_SMB2446-2_12","1","1","12","1","12","check","","1","1","1","1","1","","1","1","35.1632934131736","32","17.3333333333333","","9.36","","4","1","","0","0","","31","20","4","150","","6","1","1","3","","","","21","1.87","0.2","","20","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","139257","CG1141-1","","plot","6385755","201781CQPRC_tuma_rep2_CG1141-1_23","2","2","23","2","4","check","","1","1","1","1","1","","1","1","25.5194117647059","70","16.1296296296296","","8.71","","4","1","","0","0","","59","20","4","167","","6","1","1","3","","","","24","1.44","0.08","","15","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","152748","CM9456-12","","plot","6385760","201781CQPRC_tuma_rep2_CM9456-12_18","2","2","18","2","9","test","","1","1","1","1","1","","1","1","32.4040465116279","52","30.4259259259259","","16.43","","4","1","","3","2.06","","42","20","4","190","","6","1","1","3","","","","39","2.37","0.22","","17","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","2257835","CMB8527","","plot","6385767","201781CQPRC_tuma_rep2_CMB8527_24","2","2","24","2","3","test","","1","1","1","1","1","","1","1","34.1409359605911","61","27.0925925925926","","14.63","","3","1","","0","0","","31","20","3","164","","6","1","1","3","","","","45","2.26","0.23","","19","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","139299","COL2215","","plot","6385770","201781CQPRC_tuma_rep2_COL2215_20","2","2","20","2","7","check","","1","1","1","1","1","","1","1","32.9206832298136","52","13.2407407407407","","7.15","","4","1","","0","0","","23","20","4","162","","4","1","1","3","","","","14","1.78","0.17","","20","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","2175624","Eco-Blanca","","plot","6385759","201781CQPRC_tuma_rep2_Eco-Blanca_22","2","2","22","2","5","check","","1","1","1","1","1","","1","1","23.0250239234449","90","17.6111111111111","","9.51","","4","1","","4","3.23","","30","20","4","182","","4","1","1","3","","","","15","2.18","0.09","","16","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","283566","GM1692-56","","plot","6385786","201781CQPRC_tuma_rep2_GM1692-56_25","2","2","25","2","2","test","","1","1","1","1","1","","1","1","33.2272043010752","81","22.962962962963","","12.4","","5","1","","0","0","","61","20","5","236","","6","1","1","3","","","","25","2.06","0.2","","17","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","166651","GM214-62","","plot","6385778","201781CQPRC_tuma_rep2_GM214-62_17","2","2","17","2","10","test","","1","1","1","1","1","","1","1","22.5743431635389","94","21.9259259259259","","11.84","","4","1","","4","2.43","","50","20","4","203","","6","1","1","3","","","","32","1.94","0.075","","19","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","309095","GM3790-2","","plot","6385765","201781CQPRC_tuma_rep2_GM3790-2_14","2","2","14","2","13","test","","1","1","1","1","1","","1","1","31.40296","84","15.3148148148148","","8.27","","3","1","","2","1.42","","19","20","3","153","","6","1","1","3","","","","24","1.37","0.12","","20","","","1","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","140368","SM1127-8","","plot","6385776","201781CQPRC_tuma_rep2_SM1127-8_19","2","2","19","2","8","test","","1","1","1","1","1","","1","1","35.1406220095694","100","32.0925925925926","","17.33","","4","1","","0","0","","71","20","4","215","","6","1","1","3","","","","29","2.34","0.25","","11","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","211877","SM3106-14","","plot","6385784","201781CQPRC_tuma_rep2_SM3106-14_15","2","2","15","2","12","test","","1","1","1","1","1","","1","1","32.9841013824885","92","32.9074074074074","","17.77","","4","1","","0","0","","81","20","4","207","","6","1","1","2","","","","48","2.4","0.23","","16","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","310088","SM3553-27","","plot","6385785","201781CQPRC_tuma_rep2_SM3553-27_21","2","2","21","2","6","test","","1","1","1","1","1","","1","1","33.7944444444444","46","19.5740740740741","","10.57","","3","1","","2","1.59","","36","20","3","158","","6","1","1","3","","","","18","1.8","0.18","","16","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","310664","SM3562-32","","plot","6385792","201781CQPRC_tuma_rep2_SM3562-32_26","2","2","26","2","1","test","","1","1","1","1","1","","1","1","33.9521524663677","78","32.6111111111111","","17.61","","4","1","","0","0","","25","20","4","180","","6","1","1","3","","","","34","2.48","0.25","","19","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6385790","201781CQPRC_tuma_rep2_SMB2446-2_16","2","2","16","2","11","check","","1","1","1","1","1","","1","1","38.9434806629834","82","28.6851851851852","","15.49","","4","1","","0","0","","68","20","4","194","","6","1","1","3","","","","45","2.07","0.26","","20","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","139257","CG1141-1","","plot","6385763","201781CQPRC_tuma_rep3_CG1141-1_34","3","3","34","3","8","check","","1","1","1","1","1","","1","1","","","","","","","","","","","","","","20","","","","","1","1","","","","","","","","","12","","","1",""," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","152748","CM9456-12","","plot","6385789","201781CQPRC_tuma_rep3_CM9456-12_35","3","3","35","3","9","test","","1","1","1","1","1","","1","1","27.4142477876106","37","6.74074074074074","","3.64","","3","1","","0","0","","30","20","3","147","","4","1","1","3","","","","18","1.21","0.08","","18","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","2257835","CMB8527","","plot","6385757","201781CQPRC_tuma_rep3_CMB8527_39","3","3","39","3","13","test","","1","1","1","1","1","","1","1","27.79","34","4.90740740740741","","2.65","","3","1","","1","0.41","","33","20","3","130","","6","1","1","3","","","","13","0.44","0.03","","15","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","139299","COL2215","","plot","6385771","201781CQPRC_tuma_rep3_COL2215_38","3","3","38","3","12","check","","1","1","1","1","1","","1","1","33.925671641791","91","52.9074074074074","","28.57","","4","1","","3","1.73","","43","20","4","220","","6","1","1","3","","","","35","2.98","0.3","","13","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","2175624","Eco-Blanca","","plot","6385774","201781CQPRC_tuma_rep3_Eco-Blanca_29","3","3","29","3","3","check","","1","1","1","1","1","","1","1","45.3631578947368","64","9.33333333333333","","5.04","","3","1","","1","0.61","","24","20","3","163","","4","1","1","3","","","","8","0.9","0.14","","6","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","283566","GM1692-56","","plot","6385761","201781CQPRC_tuma_rep3_GM1692-56_30","3","3","30","3","4","test","","1","1","1","1","1","","1","1","34.8288235294117","97","39.6481481481481","","21.41","","4","1","","4","2.96","","48","20","4","243","","6","1","1","3","","","","42","2.66","0.28","","19","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","166651","GM214-62","","plot","6385793","201781CQPRC_tuma_rep3_GM214-62_37","3","3","37","3","11","test","","1","1","1","1","1","","1","1","34.5271296296296","107","27.6666666666667","","14.94","","3","1","","0","0","","82","20","3","211","","6","1","1","3","","","","34","2.41","0.25","","20","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","309095","GM3790-2","","plot","6385777","201781CQPRC_tuma_rep3_GM3790-2_32","3","3","32","3","6","test","","1","1","1","1","1","","1","1","34.1570103092783","67","10.0185185185185","","5.41","","3","1","","4","2.17","","59","20","3","162","","6","1","1","3","","","","13","1.08","0.11","","18","","","1","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","140368","SM1127-8","","plot","6385772","201781CQPRC_tuma_rep3_SM1127-8_33","3","3","33","3","7","test","","1","1","1","1","1","","1","1","33.587568627451","41","43.4444444444444","","23.46","","4","1","","9","6.6","","76","20","4","189","","6","1","1","3","","","","33","2.83","0.28","","9","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","211877","SM3106-14","","plot","6385762","201781CQPRC_tuma_rep3_SM3106-14_28","3","3","28","3","2","test","","1","1","1","1","1","","1","1","33.7099038461538","71","31.3333333333333","","16.92","","4","1","","0","0","","89","20","4","193","","6","1","1","2","","","","45","2.31","0.23","","20","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","310088","SM3553-27","","plot","6385781","201781CQPRC_tuma_rep3_SM3553-27_27","3","3","27","3","1","test","","1","1","1","1","1","","1","1","31.1134080717489","71","25.3333333333333","","13.68","","4","1","","5","4.33","","66","20","4","182","","6","1","1","3","","","","32","2.44","0.21","","20","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","310664","SM3562-32","","plot","6385780","201781CQPRC_tuma_rep3_SM3562-32_36","3","3","36","3","10","test","","1","1","1","1","1","","1","1","30.9809333333333","53","18.2777777777778","","9.87","","3","2","","1","0.72","","11","20","3","142","","6","1","1","3","","","","28","1.64","0.14","","19","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11385","201781CQPRC_tuma","201781CQPRC_tuma","RCBD","4","4.5","","no","no","2017-July-21","2018-May-09","534","Tumaco","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","6385788","201781CQPRC_tuma_rep3_SMB2446-2_31","3","3","31","3","5","check","","1","1","1","1","1","","1","1","27.1626749611197","68","32.6666666666667","","17.64","","4","1","","2","1.73","","64","20","4","164","","6","1","1","3","","","","32","2.75","0.178","","19","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","2175624","Eco-Blanca","","plot","6385803","201782BCPRC_tuma_rep1_Eco-Blanca_11","1","1","11","1","11","check","","1","1","1","1","1","","1","1","29.6110483870968","85","36.8888888888889","","19.92","","3","1","","16","12.6","","48","20","3","215","","6","1","1","3","","","","32","2.69","0.21","","17","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","2261490","GM1556-4","","plot","6385809","201782BCPRC_tuma_rep1_GM1556-4_2","1","1","2","1","2","test","","1","1","1","1","1","","1","1","31.6992765957447","159","29.3333333333333","","15.84","","4","1","","5","2.03","","41","20","4","323","","6","1","1","3","","","","52","2.58","0.23","","18","","","1","3"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","323475","GM3518-42","","plot","6385799","201782BCPRC_tuma_rep1_GM3518-42_9","1","1","9","1","9","test","","1","1","1","1","1","","1","1","34.4978222222222","96","34.6111111111111","","18.69","","3","1","","16","7.94","","59","20","3","255","","6","1","1","3","","","","40","2.51","0.26","","19","","","1","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","323492","GM3518-66","","plot","6385814","201782BCPRC_tuma_rep1_GM3518-66_4","1","1","4","1","4","test","","1","1","1","1","1","","1","1","33.1308805031446","105","19.6111111111111","","10.59","","4","1","","1","0.56","","53","20","4","258","","6","1","1","3","","","","26","1.76","0.17","","18","","","1","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","323494","GM3518-68","","plot","6385800","201782BCPRC_tuma_rep1_GM3518-68_5","1","1","5","1","5","test","","1","1","1","1","1","","1","1","25.5586919831224","87","30.3703703703704","","16.4","","5","1","","0","0","","56","20","5","332","","6","1","1","3","","","","45","2.51","0.14","","17","","","1","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","323528","GM3594-70","","plot","6385795","201782BCPRC_tuma_rep1_GM3594-70_7","1","1","7","1","7","test","","1","1","1","1","1","","1","1","25.9791358024691","125","28.0185185185185","","15.13","","4","1","","2","1.55","","68","20","4","279","","6","1","1","3","","","","38","1.72","0.1","","16","","","1","3"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","322010","GM3650-51","","plot","6385817","201782BCPRC_tuma_rep1_GM3650-51_8","1","1","8","1","8","test","","1","1","1","1","1","","1","1","39.2169603524229","138","41.6296296296296","","22.48","","4","1","","22","15.62","","57","20","4","298","","6","1","1","3","","","","41","2.6","0.33","","20","","","1","3"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","2265267","ICA-P13","","plot","6385811","201782BCPRC_tuma_rep1_ICA-P13_10","1","1","10","1","10","check","","1","1","1","1","1","","1","1","35.9013364055299","62","31.037037037037","","16.76","","3","1","","13","10.1","","54","20","3","173","","6","1","1","3","","","","27","2.44","0.27","","15","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","323773","SM3536-44","","plot","6385826","201782BCPRC_tuma_rep1_SM3536-44_3","1","1","3","1","3","test","","1","1","1","1","1","","1","1","33.0910666666666","73","40.7962962962963","","22.03","","3","1","","6","4.22","","55","20","3","213","","6","1","1","3","","","","41","3.32","0.32","","19","","","1","3"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","323155","SM3677-74","","plot","6385804","201782BCPRC_tuma_rep1_SM3677-74_6","1","1","6","1","6","test","","1","1","1","1","1","","1","1","33.0737704918032","142.5","33.7407407407407","","18.22","","4","1","","1","0.74","","57","20","4","279","","6","1","1","3","","","","53","2.7","0.26","","20","","","1","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","2266035","SM3762-15","","plot","6385807","201782BCPRC_tuma_rep1_SM3762-15_1","1","1","1","1","1","test","","1","1","1","1","1","","1","1","35.465969581749","125","33.8703703703704","","18.29","","3","1","","14","6.17","","55","20","3","253","","5","1","1","3","","","","44","2.95","0.32","","15","","","1","3"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","2175624","Eco-Blanca","","plot","6385818","201782BCPRC_tuma_rep2_Eco-Blanca_19","2","2","19","2","4","check","","1","1","1","1","1","","1","1","41.5665745856353","90","23.3703703703704","","12.62","","2","1","","4","3.44","","32","20","2","170","","6","1","1","3","","","","27","2.1","0.29","","17","","","1","1"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","2261490","GM1556-4","","plot","6385812","201782BCPRC_tuma_rep2_GM1556-4_20","2","2","20","2","3","test","","1","1","1","1","1","","1","1","38.4219298245614","97","14.462962962963","","7.81","","3","1","","2","0.62","","56","20","3","207","","6","1","1","3","","","","23","1.3","0.16","","17","","","1","3"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","323475","GM3518-42","","plot","6385802","201782BCPRC_tuma_rep2_GM3518-42_15","2","2","15","2","8","test","","1","1","1","1","1","","1","1","35.9013364055299","65","27.7592592592593","","14.99","","2","1","","5","3.19","","61","20","2","253","","6","1","1","3","","","","41","2.44","0.27","","20","","","1","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","323492","GM3518-66","","plot","6385798","201782BCPRC_tuma_rep2_GM3518-66_17","2","2","17","2","6","test","","1","1","1","1","1","","1","1","22.8041666666666","100","13.9074074074074","","7.51","","4","1","","0","0","","47","20","4","244","","6","1","1","3","","","","24","1.25","0.05","","19","","","1","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","323494","GM3518-68","","plot","6385819","201782BCPRC_tuma_rep2_GM3518-68_12","2","2","12","2","11","test","","1","1","1","1","1","","1","1","25.4774774774774","86","26.2037037037037","","14.15","","4","1","","0","0","","56","20","4","296","","6","1","1","3","","","","43","2.35","0.13","","19","","","1","2"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","323528","GM3594-70","","plot","6385806","201782BCPRC_tuma_rep2_GM3594-70_21","2","2","21","2","2","test","","1","1","1","1","1","","1","1","33.7249407114624","74","35.8703703703704","","19.37","","4","1","","9","6.6","","51","20","4","265","","6","1","1","3","","","","35","2.81","0.28","","20","","","1","3"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","322010","GM3650-51","","plot","6385823","201782BCPRC_tuma_rep2_GM3650-51_18","2","2","18","2","5","test","","1","1","1","1","1","","1","1","29.6529343629344","109","32.7407407407407","","17.68","","4","1","","0","0","","59","20","4","235","","6","1","1","3","","","","34","2.81","0.22","","20","","","1","3"," (Operator: lizbethpino, Time: )"
"2017","174","CIAT","CIAT cassava breeding, Cali, Colombia","11386","201782BCPRC_tuma","201782BCPRC_tuma","RCBD","4","4.5","","no","no","2017-July-26","2018-May-10","534","Tumaco","2265267","ICA-P13","","plot","6385821","201782BCPRC_tuma_rep2_ICA-P13_22","2","2","22","2","1","check","","1","1","1","1","1","","1","1","23.3114102564103","72","12.1296296296296","","6.55","","3","2","","0","0","","13","20","3","142","","5","1","1","3","","","","16","1.63","0.07","","15","","","1","1"," (Operator: lizbethpino, Time: )"
